url_path,views_total,views_unique
/systemsomicslab/MassBank-RDF/tree/main/draft_ttl/oka,100,8
/systemsomicslab/MassBank-RDF/tree/main/draft_ttl,94,4
/systemsomicslab/MassBank-RDF,87,12
/systemsomicslab/MassBank-RDF/tree/main/rdf-config,70,6
/systemsomicslab/MassBank-RDF/tree/main/SPARQL,68,4
/systemsomicslab/MassBank-RDF/tree/main,55,10
/systemsomicslab/MassBank-RDF/blob/main/rdf-config/model.yaml,41,5
/systemsomicslab/MassBank-RDF/blob/main/draft_ttl/oka/test0827.ttl,37,2
/systemsomicslab/MassBank-RDF/blob/main/rdf-config/test0827.svg,36,8
/systemsomicslab/MassBank-RDF/tree/main/report,25,2
