url_path,views_total,views_unique
/systemsomicslab/MassBank-RDF/tree/main/draft_ttl,29,3
/systemsomicslab/MassBank-RDF,27,9
/systemsomicslab/MassBank-RDF/tree/main/draft_ttl/ogawa,20,5
/systemsomicslab/MassBank-RDF/blob/main/draft_ttl/ogawa/MSBNK-AAFC-AC000001.ttl,17,7
/systemsomicslab/MassBank-RDF/tree/main/draft_ttl/MassBank_RDF_ttl,16,2
/systemsomicslab/MassBank-RDF/tree/main/draft_ttl/MassBank_RDF_ttl/CC_BY_SA/AAFC1,12,2
/systemsomicslab/MassBank-RDF/tree/main/draft_ttl/MassBank_RDF_ttl/CC_BY_SA,11,2
/systemsomicslab/MassBank-RDF/blob/main/draft_ttl/ogawa/schema.svg,8,5
/systemsomicslab/MassBank-RDF/blob/main/draft_ttl/MassBank_RDF_ttl/CC_BY_SA/AAFC1/MSBNK-AAFC-AC000001.ttl,6,2
/systemsomicslab/MassBank-RDF/tree/main/draft_ttl/MassBank_RDF_ttl/Other_License/BAFG,6,1
