url_path,views_total,views_unique
/systemsomicslab/MassBank-RDF,63,9
/systemsomicslab/MassBank-RDF/tree/main/draft_ttl,61,3
/systemsomicslab/MassBank-RDF/tree/main/rdf-config,51,6
/systemsomicslab/MassBank-RDF/tree/main/SPARQL,47,3
/systemsomicslab/MassBank-RDF/tree/main,36,8
/systemsomicslab/MassBank-RDF/tree/main/draft_ttl/oka,33,5
/systemsomicslab/MassBank-RDF/blob/main/rdf-config/test0827.svg,32,6
/systemsomicslab/MassBank-RDF/blob/main/rdf-config/model.yaml,25,3
/systemsomicslab/MassBank-RDF/tree/main/draft_ttl/nishida,18,2
/systemsomicslab/MassBank-RDF/blob/main/SPARQL/get_pubchembioassay_from_massbankinchikey.sparql,13,2
