url_path,views_total,views_unique
/systemsomicslab/MassBank-RDF,25,13
/systemsomicslab/MassBank-RDF/tree/main/draft_ttl/MassBank_RDF_ttl,12,4
/systemsomicslab/MassBank-RDF/tree/main/draft_ttl,9,4
/systemsomicslab/MassBank-RDF/blob/github-repo-stats/systemsomicslab/MassBank-RDF/ghrs-data/views_clones_aggregate.csv,6,2
/systemsomicslab/MassBank-RDF/tree/github-repo-stats/systemsomicslab/MassBank-RDF,5,3
/systemsomicslab/MassBank-RDF/tree/github-repo-stats/systemsomicslab/MassBank-RDF/latest-report,5,3
/systemsomicslab/MassBank-RDF/tree/github-repo-stats/systemsomicslab/MassBank-RDF/ghrs-data,5,2
/systemsomicslab/MassBank-RDF/tree/github-repo-stats,4,3
/systemsomicslab/MassBank-RDF/tree/main,4,3
/systemsomicslab/MassBank-RDF/tree/main/draft_ttl/MassBank_RDF_ttl/Other_License/BAFG,4,3
